Reference,Nom_Produit,Categorie,Unite_Production,Date_Fabrication,Labelisation,Nom_Label,Description,Image,Lien_Image,Annee,Image_Disponible,fait_par_main,Prix_Estime,Category_par_Group
PoCe17,Théière Marocaine Artisanale en Céramique,Céramique,FezPottery,2023,non spécifié,Non spécifié,"Théière marocaine exquise fabriquée à la main par des artisans qualifiés de Fès, Maroc. Elle présente des motifs géométriques complexes dans des nuances vibrantes de bleu, rouge, jaune et vert. Idéale pour infuser et servir du thé ou comme pièce décorative. Matériau: Céramique. Prix: 60,76 (prixinitial62). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-15/moroccan-handcrafted-ceramic-teapot-2-66fac94ee4c1121115.png,2023,1,0,60,Céramique
PoCe18,Porte-Savon Marocain en Céramique,Céramique,FezPottery,2019,non spécifié,Non spécifié,"Porte-savon marocain exquis en céramique, pièce à la fois belle et fonctionnelle pour toute salle de bain. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Idéal pour contenir une barre de savon ou comme pièce décorative. Matériau: Céramique. Prix: 9 $. En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-23/moroccan-ceramic-soap-dish-2-23.png,2019,1,0,88.2,Céramique
PoCe19,Bocal de Rangement Marocain en Céramique Artisanale,Céramique,FezPottery,2018,non spécifié,Non spécifié,"Bocal de rangement exquis en céramique émaillée de haute qualité, fabriqué et peint à la main par des artisans qualifiés de Fès. Design audacieux et élégant bleu cobalt et blanc, avec motifs géométriques et floraux complexes inspirés du zellige marocain. Idéal pour stocker épices, bibelots ou comme pièce décorative. Dimensions: Diamètre approx. 10-12 cm; Hauteur approx. 6-8 cm. Entretien: lavage à la main recommandé. Prix: 39,9 (prixinitial42). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-33/handcrafted-moroccan-ceramic-storage-jar-0-680286d0706bf36571.png,2018,1,1,39,Céramique
PoCe20,Vase de Table Marocain en Céramique Artisanale,Céramique,FezPottery,2019,non spécifié,Non spécifié,"Vase de table marocain exquis en céramique, pièce à la fois belle et fonctionnelle. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Idéal pour exposer des fleurs fraîches ou des arrangements secs, ou comme pièce maîtresse décorative. Matériau: Céramique. Prix: 378 (prixinitial420). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-30/handcrafted-moroccan-table-vase-0-30.png,2019,1,0,378,Céramique
PoCe21,Beurrier Marocain Artisanale en Céramique,Céramique,FezPottery,2020,non spécifié,Non spécifié,"Beurrier marocain exquis en céramique, pièce à la fois belle et fonctionnelle pour toute table de cuisine. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Idéal pour conserver et servir le beurre ou comme pièce décorative. Matériau: Céramique. Prix: 55 $. En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-18/moroccan-handcrafted-ceramic-butter-dish-4-66fbf8d8494d749377.png,2020,1,0,539,Céramique
PoCe22,Assiettes marocaines Mandala bleu et blanc,Céramique,atelier de poterie à Fès,2018,non spécifié,Fait main à Fès – Artisanat marocain,"Élégantes assiettes marocaines en céramique, peintes à la main avec des motifs mandala bleu et blanc. Résistantes, compatibles lave-vaisselle. Parfaites pour une table raffinée. Dimensions : diamètre 15,7 cm, hauteur 15 cm. Matériau : céramique.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-2/moroccan-blue-and-white-mandala-dinner-plates-2-66fbfc792a8e332401.png,2018,1,1,non disponible,Céramique
PoCe23,Assiette Carrée Marocaine en Céramique pour Snacks,Céramique,FezPottery,2017,non spécifié,Non spécifié,"Exquise assiette carrée marocaine en céramique, pièce à la fois belle et fonctionnelle pour toute table. Fabriquée à la main par des artisans qualifiés de Fès, Maroc. Elle présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Idéale pour servir des snacks, des apéritifs ou comme pièce décorative. Matériau: Céramique. Prix: 66,64 (prixinitial68). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-28/moroccan-ceramic-square-snack-plate-0-28.png,2017,1,0,66,Céramique
PoCe24,Assiette Traditionnelle Safranée,Poterie,Atelier artisanal – Fès,2018,non spécifié,Fait main,"Lot de 4 assiettes artisanales en céramique blanche, fabriquées et peintes à la main avec une peinture sans plomb. Les motifs géométriques reflètent l’élégance de l’art marocain traditionnel. Diamètre : 25 cm. Parfait pour vos repas ou comme décoration de table raffinée.",pas visible,https://kaolin.ma/cdn/shop/files/DSC_7815_219x.progressive.jpg?v=1732896544,2018,1,1,non disponible,Poterie
PoCe25,Pot à Crayons Marocain en Céramique Artisanale,Céramique,FezPottery,2012,non spécifié,Non spécifié,"Pot à crayons marocain exquis en céramique, pièce à la fois belle et fonctionnelle pour tout bureau ou espace de travail. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes dans des nuances vibrantes de bleu, vert, jaune et orange. Idéal pour ranger crayons, stylos ou autres ustensiles d'écriture. Matériau: Céramique. Prix: 55 $. En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-19/moroccan-handcrafted-ceramic-pencil-holder-2-66fae1a7a43c815361.png,2012,1,0,539,Céramique
PoCe26,Mug Marocain Artisanale en Céramique,Céramique,FezPottery,2016,non spécifié,Non spécifié,"Mug marocain exquis en céramique, pièce à la fois belle et fonctionnelle pour la maison. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Idéal pour savourer votre boisson préférée ou comme pièce décorative. Matériau: Céramique. Prix: 43 $. En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-14/moroccan-handcrafted-ceramic-mug-1-66fbd86f1d16f10866.png,2016,1,0,421.4,Céramique
PoCe27,Ensemble Tasse et Soucoupe à Café Marocain en Céramique Artisanale,Céramique,FezPottery,2015,non spécifié,Non spécifié,"Exquis ensemble tasse et soucoupe à café marocain en céramique, pièce à la fois belle et fonctionnelle pour la maison. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes dans des nuances vibrantes de bleu, rouge, jaune, vert et orange. Parfait pour savourer votre boisson préférée ou comme pièces décoratives. Matériau: Céramique. Prix: 36,1 (prixinitial38). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-26/moroccan-ceramic-cup-and-coffee-set-5-26.png,2015,1,0,36,Céramique
PoCe28,Bocal de Rangement Marocain en Céramique Artisanale,Céramique,FezPottery,2025,non spécifié,Non spécifié,"Bocal de rangement marocain exquis en céramique, pièce à la fois belle et fonctionnelle pour la maison. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Idéal pour ranger sucre, épices, thé ou autres petits objets. Matériau: Céramique. Prix: 69 $. En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-20/moroccan-handcrafted-ceramic-storage-jar-0-66faa577dea0849307.png,2025,1,0,676.2,Céramique
PoCe29,Bocal en Céramique Peint à la Main – Motif Soleil Bohémien,Céramique,FezPottery,2017,non spécifié,Non spécifié,"Bocal en céramique de haute qualité avec finition émaillée lisse, peint à la main d'un motif solaire rayonnant et de rayures multicolores (vert, orange, rouge, bleu, jaune). Chaque pièce est unique. Dimensions estimées: diamètre 10-12 cm, hauteur 5-7 cm. Idéal pour ranger épices, bijoux ou comme objet décoratif. Entretien: lavage à la main recommandé. Style: bohème, ethnique, méditerranéen. Prix: 17,46 (prixinitial18). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-32/handcrafted-moroccan-ceramic-storage-jar-blue-mosaic-design-0-32.jpg,2017,1,1,17,Céramique
PoCe30,Bocal de Rangement Marocain en Céramique Artisanale,Céramique,FezPottery,2019,non spécifié,Non spécifié,"Bocal de rangement marocain exquis en céramique de haute qualité, fabriqué à la main par des artisans de Fès. Présente un design bleu audacieux et élégant avec des motifs géométriques et floraux inspirés des carreaux nord-africains. Idéal pour stocker épices, petits bibelots ou comme pièce décorative pour la cuisine, la salle de bain ou le salon. Matériau: Céramique. Prix: 29,45 (prixinitial31). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-31/moroccan-ceramic-storage-jar-with-lid-0-31.jpg,2019,1,0,29,Céramique
PoCe31,Ensemble Tasse et Soucoupe à Café Marocain Artisanal,Céramique,FezPottery,2020,non spécifié,Non spécifié,"Exquis ensemble tasse et soucoupe à café marocain en céramique, pièce à la fois belle et fonctionnelle pour la maison. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes dans des nuances vibrantes de bleu, rouge, jaune, vert et orange. Parfait pour savourer votre boisson préférée ou comme pièces décoratives. Matériau: Céramique. Prix: 36,9 (prixinitial41). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-25/moroccan-ceramic-cup-and-saucer-set-with-colorful-geometric-patterns-0-25.png,2020,1,0,36,Céramique
PoCe32,Pot à Crème Marocain en Céramique Artisanale,Céramique,FezPottery,2021,non spécifié,Non spécifié,"Pot à crème marocain exquis en céramique, pièce à la fois belle et fonctionnelle pour toute cuisine. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Idéal pour servir de la crème, du lait ou d'autres liquides. Matériau: Céramique. Prix: 49,47 $ (prix initial 51$). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-4/moroccan-handcrafted-ceramic-creamer-jug-0-66f55c25c986351579.png,2021,1,0,460.6,Céramique
PoCe33,Bocal en Céramique Bleu Marine Fait Main – Motif Feuille d'Éventail,Céramique,FezPottery,2023,non spécifié,Non spécifié,"Élégant bocal en céramique bleu marine fait main, doté d'un superbe motif de feuille d'éventail peint à la main dans des tons beige doux. Pièce fonctionnelle et décorative, idéale pour ranger souvenirs, épices, ou comme pièce maîtresse. Ajoute un charme intemporel avec sa palette de couleurs riches et son motif inspiré de la nature. Design compact parfait pour les tables ou étagères. Matériau: Céramique. Prix: 12,74 $ (prix initial 13$). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-34/elegant-navy-blue-handcrafted-ceramic-jar-fan-leaf-pattern-4-34.jpg,2023,1,1,725.2,Céramique
PoCe34,Vase Marocain en Céramique Bleu et Blanc,Céramique,FezPottery,2022,non spécifié,Non spécifié,"Vase marocain exquis en céramique, pièce à la fois belle et fonctionnelle pour la maison. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Idéal pour exposer des fleurs fraîches ou des arrangements secs, ou comme pièce maîtresse décorative. Matériau: Céramique. Prix: 332,5 (prixinitial350). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-29/moroccan-ceramic-vase-with-blue-and-white-geometric-patterns-0-29.png,2022,1,0,332,Céramique
PoCe35,Bol à Trempette Marocain en Céramique Artisanale,Céramique,FezPottery,2020,non spécifié,Non spécifié,"Bol à trempette marocain exquis en céramique, pièce à la fois belle et fonctionnelle pour toute cuisine ou table de fête. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Idéal pour servir des trempettes, des sauces ou comme pièce décorative. Matériau: Céramique. Prix: 75 $. En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-21/moroccan-handcrafted-ceramic-dip-bowl-0-21.jpg,2020,1,0,735,Céramique
PoCe36,Bol à Dessert Marocain en Céramique Artisanale,Céramique,FezPottery,2017,non spécifié,Non spécifié,"Bol à dessert marocain exquis en céramique, pièce à la fois belle et fonctionnelle pour toute table. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Idéal pour servir des parfaits, des desserts ou comme pièce décorative. Matériau: Céramique. Prix: 52,25 $ (prix initial 55$). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-5/blue-moroccan-fassi-designed-bowl-0-66f560a43370d48422.png,2017,1,0,245,Céramique
PoCe37,Sucrier Marocain Élégant en Céramique,Céramique,FezPottery,2018,non spécifié,Non spécifié,"Sucrier marocain exquis en céramique, pièce à la fois belle et fonctionnelle pour toute cuisine. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Le bol est surmonté d'un couvercle bombé et possède une base carrée. Idéal pour ranger sucre, épices ou autres petits objets. Matériau: Céramique. Prix: 48 $. En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-1/elegant-moroccan-ceramic-sugar-bowl-2-66fabcbe1ad9480428.png,2018,1,0,470.4,Céramique
PoCe38,Bol Carré Marocain Artisanale en Céramique,Céramique,FezPottery,2018,non spécifié,Non spécifié,"Bol carré marocain exquis en céramique, pièce à la fois belle et fonctionnelle pour toute table. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes dans des nuances vibrantes de bleu, jaune, vert et orange. Idéal pour servir des snacks, des apéritifs ou comme pièce décorative. Matériau: Céramique. Prix: 75 $. En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-13/moroccan-handcrafted-ceramic-square-bowl-2-66fbdb211aba485331.png,2018,1,0,735,Céramique
PoCe39,Saladier Marocain en Céramique,Céramique,FezPottery,2016,non spécifié,Non spécifié,"Saladier marocain exquis en céramique, pièce à la fois belle et fonctionnelle pour toute table. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Idéal pour servir des salades, des soupes ou comme pièce décorative. Matériau: Céramique. Prix: 85 $. En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-22/moroccan-ceramic-salad-bowl-2-22.png,2016,1,0,833,Céramique
PoCe40,Bol Carré Marocain Artisanale en Céramique,Céramique,FezPottery,2019,non spécifié,Non spécifié,"Bol carré marocain exquis en céramique, pièce à la fois belle et fonctionnelle pour toute table. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Il présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Idéal pour servir des snacks, des apéritifs ou comme pièce décorative. Matériau: Céramique. Prix: 75 $. En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-17/moroccan-handcrafted-ceramic-square-snack-bowl-0-17.png,2019,1,0,735,Céramique
PoCe41,Bol Marocain en Céramique Colorée Fait Main,Céramique,FezPottery,2017,non spécifié,Non spécifié,"Ce vibrant bol marocain en céramique est une pièce belle et fonctionnelle pour toute table. Fabriqué à la main par des artisans qualifiés de Fès, Maroc, le bol présente des motifs géométriques complexes dans une gamme de couleurs superbes, notamment le bleu, le jaune, le vert et l'orange. Il est parfait pour servir des salades, des soupes, des snacks ou comme pièce décorative. Matériau: Céramique. Prix: 65 $. En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-24/handcrafted-colorful-moroccan-ceramic-bowl-0-66fbe3575d02a56304.png,2017,1,0,637,Céramique
PoCe42,Assiette à Snack Marocaine en Céramique Artisanale,Céramique,FezPottery,2019,non spécifié,Non spécifié,"Assiette à snack marocaine exquise en céramique, pièce à la fois belle et fonctionnelle pour toute table. Fabriquée à la main par des artisans qualifiés de Fès, Maroc. Elle présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Idéale pour servir des snacks, des apéritifs ou comme pièce décorative. Matériau: Céramique. Prix: 75,46 $ (prix initial 77$). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-12/moroccan-handcrafted-ceramic-snack-plate-0-66f570a8cea4051985.png,2019,1,0,450.8,Céramique
PoCe43,Assiette Carrée Marocaine en Céramique Artisanale,Céramique,FezPottery,2023,non spécifié,Non spécifié,"Assiette carrée marocaine exquise en céramique, pièce à la fois belle et fonctionnelle pour toute table. Fabriquée à la main par des artisans qualifiés de Fès, Maroc. Elle présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Idéale pour servir des apéritifs, des snacks ou comme pièce décorative. Matériau: Céramique. Prix: 47,04 $ (prix initial 48$). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-10/moroccan-handcrafted-ceramic-square-plate-0-66f572417a39540088.png,2023,1,0,39.2,Céramique
PoCe44,Bol en Céramique au Design Fassi,Céramique,FezPottery,2017,non spécifié,Non spécifié,"Ce saladier exquis présente un design bleu captivant, inspiré de l'esthétique marocaine traditionnelle. Les motifs complexes et les couleurs vibrantes ajoutent une touche d'élégance à toute table, en faisant un choix parfait pour un usage quotidien et les occasions spéciales. Fabriqué à la main avec précision, notre bol est une œuvre d'art qui reflète le savoir-faire des artisans marocains. La haute qualité de l'artisanat assure durabilité et une touche unique à votre présentation culinaire. Matériau: Céramique. Prix: 76,29 $ (prix initial 80,3$). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-11/fassi-designed-bowl-made-in-pottery-0-66fad05c05c2f84581.png,2017,1,1,284.2,Céramique
PoCe45,Double Mini Support à Épices Marocain en Céramique,Céramique,FezPottery,2012,non spécifié,Non spécifié,"Support à épices double mini tagine marocain exquis en céramique, pièce belle et fonctionnelle pour toute cuisine. Fabriqué à la main par des artisans qualifiés de Fès, Maroc. Le support présente des motifs géométriques complexes bleus et blancs, caractéristiques de la poterie marocaine traditionnelle. Idéal pour ranger épices, condiments ou autres petits objets. Matériau: Céramique. Prix: 7 $. En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-16/moroccan-ceramic-double-mini-tagine-spice-holder-0-16.png,2012,1,0,68.6,Céramique
PoCe46,Mini Plat Tagine Marocain Peint à la Main – Support à Épices ou Pièce Décorative,Céramique,FezPottery,2021,non spécifié,Non spécifié,"Mini plat tagine marocain exquis peint à la main, idéal pour rehausser votre présentation culinaire. Doté d'un motif traditionnel vibrant bleu et jaune, cette tagine magnifiquement conçue est à la fois une pièce de service et un élément décoratif. Parfaite pour servir des apéritifs, des trempettes, des sauces ou de petites portions de plats d'inspiration marocaine. Fabriquée à la main par des artisans qualifiés en céramique de haute qualité résistante à la chaleur. Polyvalente et facile à nettoyer. Matériau: Céramique. Prix: 9,5 $ (prix initial 10$). En stock.",pas visible,https://fez-pottery.com/ressources/img/uploads/products/fzpcode-ppn-35/handpainted-moroccan-mini-tagine-dish-ceramic-spice-holder-or-decorative-piece-0-35.png,2021,1,1,49,Céramique
PoCe47,Zellige marocain,Zellige,Production artisanale – Maroc,2022,non spécifié,Non spécifié,"Le zellige de Fès est un art traditionnel marocain emblématique, constitué de mosaïques en carreaux de céramique émaillée. Fabriqué à partir d’argile blanche locale, il suit un processus artisanal minutieux : l’argile est pétrie, façonnée en tesselles, cuite, émaillée avec des pigments naturels, puis recuite. Les carreaux sont ensuite découpés manuellement en formes géométriques (carrés, étoiles, triangles, etc.) et assemblés pour former des motifs complexes et colorés (blanc, bleu, vert, jaune, brun). Utilisé pour orner murs, sols, fontaines et éléments architecturaux, le zellige de Fès incarne un savoir-faire ancestral transmis de génération en génération, chaque pièce portant la marque unique de l’artisan.",pas visible,https://maison-zellige.com/wp-content/uploads/2021/04/TARCEEH-01.jpg,2022,1,1,non disponible,Céramique
PoCe48,Céramique bleu de Fes,Céramique,Production artisanale – Maroc,2018,non spécifié,Non spécifié,"La céramique bleue de Fès est un artisanat marocain traditionnel reconnu pour son bleu cobalt caractéristique et ses motifs décoratifs peints à la main, souvent inspirés de l’art islamique. Produite à Fès, capitale de la céramique au Maroc, elle se décline en vaisselle, objets décoratifs et utilitaires. Les céramiques bleues de Fès sont utilisées pour une grande variété d'objets, allant de la vaisselle (assiettes, bols, plats) à des objets décoratifs (vases, jarres) et utilitaires (lampes à huile, brûle-parfums). Alliant savoir-faire ancestral, beauté et robustesse, elle constitue un symbole fort du patrimoine culturel et artistique de la ville.",pas visible,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Bleu_de_fes.jpg/500px-Bleu_de_fes.jpg,2018,1,1,non disponible,Céramique
